Timestamp,Age,Gender,Occupation,Home State,Language,School (If college student),Program enrolled,Factors affecting mental health,Areas of mental health concerns,"Escape Hours: Your Safe Space
A place where little things bring you peace, joy, comfort, helps to recharge, and find happiness.",What's your mental health status?,How would you scale your sensitivity?,"If you鈥檙e not feeling happy, or if you鈥檙e feeling low, what do you think is the biggest key reason behind it?","When you鈥檙e going through tough moments, what kind of comfort or support do you wish for from others?","Have you ever consulted a doctor that you鈥檙e dealing with a mental health issue? If yes, did you take help of medication or professional guidance?",How did you look after yourself and your mental health?,What do you feel now or what's your point of view about life when you have overcome your depressed phase?,If you have faced panic attacks/anxiety attack/other depression symptoms how you have faced it?,Do you find it easy to share your emotions and feelings with others?,If you have used AI platforms to share breakdown moments how did it respond?,"Compared to talking with friends, family, or professionals, how effective do you find AI in providing mental health support?","To what extent do you find AI helpful in managing stress, anxiety, or overall mental health?","If you have experienced bias in AI responses (e.g., stereotypes, insensitive replies based on your gender), please describe it briefly.",What improvement/what way AI should have responded to reach your emotions and thoughts?,Few words you would like to share which might help and encourage others
2025/10/13 19:31 pm GMT+5:30,34,Female,Student,Kerala,Bengali,SCHOOL OF BUSINESS,MBA,Discrimination;Work;Friendship;Finance;Freedom,Anxiety;Stress;Esteem,Movies,7,3,Stress,Help,Consulted doctor,Music,Normal,Exercise,Maybe,Very positively,Somewhat effective,Somewhat helpful,None,Listen,Talk
2025/10/17 21:29 pm GMT+5:30,30,Male,Student,West Bengal,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.SC PSYCHOLOGY,Academic,Bipolar;Loneliness;PTSD;Esteem;Depression,Pets,2,5,Health,Help,Consulted doctor,Sleep,Improved,Sleep,Maybe,Positively,Same,Not very helpful,None,Support,Seek help
2025/10/14 10:47 pm GMT+5:30,38,Male,Student,Kerala,Assamese,Not applicable,BBA,Freedom,OCD,Art,4,2,Family,Help,No,Read,Happy,Exercise,Yes,Very positively,Much Less effective,Extremely helpful,Neutral,Listen,Stay calm
2025/10/14 10:18 pm GMT+5:30,17,Female,Student,Kerala,Assamese,SCHOOL OF BASIC AND APPLIED SCIENCES,LLM,Family;Academic,OCD,Pets,5,5,Family,Listen,No,Art,Strong,Exercise,Maybe,Very negatively,Less effective,Neutral,Neutral,Listen,Seek help
2025/10/14 01:25 pm GMT+5:30,34,Female,Student,Gujarat,Kannada,SCHOOL OF MEDIA AND COMMUNICATION,LLM,Love,PTSD,Music,7,2,Academic,Listen,No,Art,Hope,Talk,Yes,Positively,Somewhat effective,Not very helpful,Too formal,Human touch,Stay calm
2025/10/27 19:33 pm GMT+5:30,37,Other,Student,Rajasthan,Malayalam,Not applicable,M.SC BIOTECHNOLOGY,Freedom;Culture,Anxiety;Sleep;Self harm,Nature,5,3,Family,Help,No,Talk,Improved,Breath,No,Neutral,Same,Extremely helpful,Neutral,Human touch,Seek help
2025/10/11 04:50 pm GMT+5:30,28,Male,Student,Tamil Nadu,Assamese,Not applicable,BCA,Physical;Media;Culture;Family,Esteem;OCD;Stress;PTSD;Sleep,Meditation,6,8,Health,Care,Medication,Meditate,Strong,Breath,No,Very negatively,Somewhat effective,Not very helpful,Insensitive,Understand,Seek help
2025/10/03 12:31 pm GMT+5:30,21,Female,Student,Maharashtra,English,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,BBA,Health;Academic;Freedom,OCD;Anxiety;Bipolar,Pets,7,2,Stress,Guidance,Medication,Read,Happy,Ignore,Yes,Very negatively,Somewhat effective,Not very helpful,Gender bias,Human touch,Stay calm
2025/10/20 08:37 pm GMT+5:30,38,Male,Student,West Bengal,Kannada,SCHOOL OF MEDIA AND COMMUNICATION,B. TECH COMPUTER SCIENCE ENGINEERING,Health;Work,PTSD;Loneliness;Phobias;Bipolar,Meditation,5,1,Finance,Listen,No,Read,Happy,Meditate,No,Positively,Much Less effective,Extremely helpful,None,Support,Be strong
2025/10/22 05:26 pm GMT+5:30,23,Female,Student,Tamil Nadu,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,BCA,Societal;Health;Love,Anxiety,Books,5,2,Family,Space,No,Sleep,Improved,Ignore,Yes,Negatively,Same,Neutral,Insensitive,Support,Stay calm
2025/10/24 07:53 pm GMT+5:30,34,Female,Student,Assam,Assamese,Not applicable,BBA,Health;Friendship,Anger;Panic;Esteem,Music,5,3,Loneliness,Listen,Medication,Sleep,Normal,Breath,Maybe,Positively,Much Less effective,Not at all helpful,Gender bias,Support,Hope
2025/10/06 09:51 pm GMT+5:30,31,Male,Student,Tamil Nadu,Odia,SCHOOL OF MEDIA AND COMMUNICATION,MBA,Discrimination;Media;Friendship;Societal;Physical,Panic;Anxiety,Movies,3,5,Stress,Space,No,Meditate,Happy,Meditate,Yes,Very positively,Same,Extremely helpful,None,Support,You matter
2025/10/12 17:56 pm GMT+5:30,22,Female,Student,West Bengal,Tamil,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.COM,Societal;Culture,Anger;OCD;Depression,Exercise,5,2,Academic,Care,No,Talk,Hope,Cry,No,Very negatively,Less effective,Neutral,Too formal,Personalcare,Stay calm
2025/10/23 18:10 pm GMT+5:30,19,Female,Student,Tamil Nadu,Hindi,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B.SC BIOTECHNOLOGY,Media,Esteem;Depression;OCD,Books,2,1,Family,Guidance,No,Exercise,Improved,Cry,Yes,Very negatively,Less effective,Not at all helpful,Gender bias,Listen,Stay calm
2025/10/18 05:30 pm GMT+5:30,30,Female,Student,West Bengal,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Friendship;Health;Family;Academic,Loneliness;Depression;Self harm,Sleep,4,5,Loneliness,Help,No,Meditate,Normal,Meditate,No,Very negatively,Less effective,Not at all helpful,Stereotype,Empathy,Seek help
2025/10/01 04:51 pm GMT+5:30,15,Male,Student,West Bengal,Tamil,SCHOOL OF BUSINESS,B.COM,Freedom;Discrimination;Love,Sleep;Depression,Exercise,3,5,Academic,Space,Medication,Exercise,Strong,Meditate,No,Neutral,Much Less effective,Not very helpful,Too formal,Understand,Be strong
2025/10/02 08:14 pm GMT+5:30,43,Female,Student,Maharashtra,Assamese,SCHOOL OF MEDIA AND COMMUNICATION,B.COM,Finance;Love;Societal;Friendship,Panic;OCD;Bipolar;PTSD;Loneliness,Movies,7,5,Stress,Listen,No,Read,Hope,Meditate,Maybe,Negatively,Somewhat effective,Not at all helpful,Neutral,Personalcare,Hope
2025/10/16 02:35 pm GMT+5:30,35,Female,Others,Tamil Nadu,Kannada,Not applicable,NA,Culture,Anger;Stress,Friends,5,3,Family,Listen,Medication,Art,Better,Sleep,No,Positively,Much more effective,Neutral,Insensitive,Empathy,You matter
2025/10/20 12:40 pm GMT+5:30,26,Male,Others,Delhi,Odia,Not applicable,NA,Media;Love;Finance,Esteem;PTSD,Music,2,4,Family,Space,Consulted doctor,Music,Hope,Talk,No,Negatively,Much Less effective,Neutral,Neutral,Human touch,Be strong
2025/10/03 10:47 pm GMT+5:30,27,Female,Student,Kerala,Bengali,SCHOOL OF BUSINESS,BBA,Freedom;Finance;Work;Friendship;Culture,Self harm;Depression;Loneliness,Exercise,2,3,Finance,Guidance,Consulted doctor,Read,Normal,Breath,Maybe,Very negatively,Much more effective,Not very helpful,None,Personalcare,Stay positive
2025/10/04 16:24 pm GMT+5:30,20,Other,Student,Karnataka,Kannada,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.SC BIOTECHNOLOGY,Family,Panic;OCD;Stress;Anxiety,Movies,2,2,Finance,Guidance,No,Music,Normal,Talk,Maybe,Very negatively,Much more effective,Neutral,None,Listen,Stay calm
2025/10/03 23:31 pm GMT+5:30,27,Male,Student,Tamil Nadu,Bengali,SCHOOL OF BUSINESS,B. TECH COMPUTER SCIENCE ENGINEERING,Physical;Media;Freedom;Work;Finance,PTSD;Panic;Depression;Bipolar;Phobias,Nature,5,1,Loneliness,Care,No,Talk,Improved,Meditate,No,Very negatively,Less effective,Somewhat helpful,Stereotype,Support,You matter
2025/10/11 07:10 pm GMT+5:30,39,Female,Student,Assam,Bengali,Not applicable,B.SC BIOTECHNOLOGY,Work;Love,Depression;Stress;Esteem;Loneliness;Anxiety,Movies,2,3,Loneliness,Guidance,Consulted doctor,Art,Strong,Cry,Maybe,Negatively,Less effective,Not very helpful,Insensitive,Listen,Talk
2025/10/15 04:26 pm GMT+5:30,42,Male,Student,Tamil Nadu,Gujarati,Not applicable,MBA,Finance;Societal;Family,Bipolar;Anger,Friends,4,4,Loneliness,Care,Medication,Read,Happy,Talk,Maybe,Positively,Much Less effective,Not very helpful,Too formal,Personalcare,Talk
2025/10/25 12:54 pm GMT+5:30,23,Female,Student,Gujarat,Punjabi,Not applicable,B. TECH COMPUTER SCIENCE ENGINEERING,Family,Loneliness;Panic,Friends,7,5,Health,Guidance,Consulted doctor,Meditate,Normal,Meditate,Yes,Very positively,Less effective,Neutral,Gender bias,Empathy,Stay calm
2025/10/07 05:42 pm GMT+5:30,32,Female,Student,Gujarat,Tamil,SCHOOL OF BUSINESS,LLM,Friendship;Finance,Depression;Anger,Art,5,3,Health,Listen,Medication,Sleep,Happy,Talk,Maybe,Positively,Much more effective,Somewhat helpful,Insensitive,Empathy,Stay calm
2025/10/03 06:39 pm GMT+5:30,18,Female,Student,Assam,Gujarati,SCHOOL OF BUSINESS,LLM,Academic;Culture,Bipolar;Anger;Loneliness;PTSD;Phobias,Pets,2,2,Academic,Guidance,Medication,Talk,Normal,Exercise,No,Positively,Somewhat effective,Somewhat helpful,Too formal,Human touch,Be strong
2025/10/24 11:57 pm GMT+5:30,23,Female,Others,Tamil Nadu,Assamese,Not applicable,NA,Love;Work;Societal;Media;Freedom,Loneliness;Sleep;Phobias,Movies,5,1,Loneliness,Help,Medication,Read,Happy,Talk,No,Positively,Same,Not at all helpful,Neutral,Empathy,Stay positive
2025/10/03 14:54 pm GMT+5:30,16,Female,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,LLM,Freedom,Sleep;Depression;PTSD,Movies,8,2,Finance,Space,No,Read,Normal,Ignore,Maybe,Very positively,Much Less effective,Not very helpful,Neutral,Listen,Stay calm
2025/10/29 01:17 pm GMT+5:30,35,Female,Student,Assam,Hindi,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.COM,Academic;Love;Finance;Societal;Discrimination,Esteem;Anxiety;Bipolar,Pets,2,2,Loneliness,Space,Medication,Meditate,Happy,Cry,No,Positively,Somewhat effective,Not at all helpful,Gender bias,Support,Be strong
2025/10/16 19:30 pm GMT+5:30,24,Female,Student,Kerala,Hindi,Not applicable,M.SC BIOTECHNOLOGY,Freedom;Finance;Health,Bipolar;Anxiety,Movies,9,4,Health,Space,No,Music,Strong,Sleep,Maybe,Very negatively,Much Less effective,Not at all helpful,Stereotype,Listen,Stay calm
2025/10/11 04:56 pm GMT+5:30,32,Male,Others,Gujarat,Gujarati,Not applicable,NA,Media;Work;Friendship,Self harm;Phobias;OCD;Bipolar;Depression,Meditation,7,2,Finance,Help,Medication,Music,Normal,Cry,No,Positively,Same,Not very helpful,Neutral,Human touch,Be strong
2025/10/20 09:56 pm GMT+5:30,31,Other,Student,Gujarat,Odia,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.SC FORENSIC SCIENCE,Freedom,Bipolar;Stress;Esteem,Nature,9,5,Loneliness,Guidance,Medication,Sleep,Happy,Talk,No,Positively,Much Less effective,Not at all helpful,None,Understand,Seek help
2025/10/11 18:54 pm GMT+5:30,39,Male,Student,Karnataka,Gujarati,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Academic;Culture;Discrimination;Societal,Loneliness,Sleep,5,3,Loneliness,Help,No,Exercise,Strong,Cry,No,Very positively,Somewhat effective,Somewhat helpful,Gender bias,Listen,Be strong
2025/10/29 12:10 pm GMT+5:30,26,Female,Student,Kerala,Kannada,Not applicable,MBA,Health;Discrimination;Family;Media,Anger,Art,2,4,Stress,Space,Medication,Sleep,Strong,Cry,Maybe,Negatively,Same,Not very helpful,Stereotype,Support,Hope
2025/10/14 15:33 pm GMT+5:30,31,Male,Student,Rajasthan,Malayalam,SCHOOL OF BASIC AND APPLIED SCIENCES,BBA,Academic;Friendship;Media;Health,Stress;Self harm;Depression;Anger;Loneliness,Pets,2,5,Loneliness,Space,Consulted doctor,Music,Happy,Breath,No,Neutral,Somewhat effective,Somewhat helpful,Neutral,Listen,Hope
2025/10/14 16:37 pm GMT+5:30,20,Female,Others,Kerala,Hindi,Not applicable,NA,Physical;Discrimination;Academic;Family,Anger;OCD;Panic;PTSD,Pets,5,2,Finance,Space,Medication,Sleep,Normal,Sleep,Maybe,Very positively,Less effective,Neutral,Neutral,Human touch,Seek help
2025/10/09 18:50 pm GMT+5:30,22,Female,Others,Delhi,Malayalam,Not applicable,NA,Finance;Academic,Bipolar;Phobias;Panic;Stress;OCD,Music,2,3,Academic,Space,Consulted doctor,Read,Hope,Exercise,No,Positively,Less effective,Extremely helpful,None,Empathy,Stay calm
2025/10/22 23:11 pm GMT+5:30,16,Female,Student,Bihar,Hindi,SCHOOL OF HEALTH AND MEDICAL SCIENCES,BCA,Culture;Discrimination;Freedom,OCD;Bipolar,Movies,7,1,Health,Space,No,Talk,Hope,Ignore,Maybe,Neutral,Somewhat effective,Somewhat helpful,Neutral,Understand,You matter
2025/10/13 19:49 pm GMT+5:30,29,Male,Others,Tamil Nadu,Kannada,Not applicable,NA,Love;Physical,Self harm,Music,3,4,Health,Guidance,Medication,Talk,Improved,Exercise,Yes,Negatively,Much Less effective,Not at all helpful,Insensitive,Understand,Seek help
2025/10/29 23:34 pm GMT+5:30,33,Male,Others,Karnataka,Odia,Not applicable,NA,Love,Bipolar;Sleep;Anger,Art,8,5,Health,Help,Consulted doctor,Exercise,Normal,Ignore,No,Negatively,Much more effective,Not at all helpful,Gender bias,Support,You matter
2025/10/30 17:28 pm GMT+5:30,26,Other,Student,Rajasthan,Punjabi,SCHOOL OF BASIC AND APPLIED SCIENCES,B.SC PSYCHOLOGY,Culture,Esteem;Anxiety;Phobias;Panic;OCD,Exercise,4,1,Academic,Help,Consulted doctor,Meditate,Better,Talk,Maybe,Very negatively,Much Less effective,Not at all helpful,None,Listen,Stay positive
2025/10/14 11:32 pm GMT+5:30,45,Male,Student,Gujarat,Odia,SCHOOL OF BUSINESS,MBA,Finance;Friendship;Physical;Family,Anxiety;Bipolar,Music,2,2,Finance,Help,Medication,Meditate,Improved,Sleep,Yes,Positively,Same,Neutral,Insensitive,Personalcare,Seek help
2025/10/27 08:25 pm GMT+5:30,18,Female,Student,Assam,English,Not applicable,B.SC BIOTECHNOLOGY,Finance;Academic;Freedom;Family;Physical,Loneliness;Esteem;Self harm;Depression,Nature,2,4,Health,Listen,No,Sleep,Hope,Talk,Maybe,Very positively,Same,Extremely helpful,Too formal,Empathy,You matter
2025/10/21 03:15 pm GMT+5:30,15,Female,Student,Kerala,Bengali,SCHOOL OF HEALTH AND MEDICAL SCIENCES,BCA,Freedom;Friendship;Physical;Work,Anxiety;OCD;Phobias,Music,7,3,Family,Listen,No,Talk,Strong,Talk,Maybe,Negatively,Same,Not at all helpful,Stereotype,Personalcare,Seek help
2025/10/29 21:10 pm GMT+5:30,15,Female,Student,Kerala,Assamese,SCHOOL OF BUSINESS,B.COM,Discrimination;Physical;Friendship,Panic;Anxiety;Anger;Depression;Self harm,Friends,10,4,Family,Help,Medication,Meditate,Hope,Breath,No,Very negatively,Much Less effective,Neutral,Too formal,Human touch,You matter
2025/10/15 19:35 pm GMT+5:30,45,Other,Student,Maharashtra,Punjabi,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Media;Physical,Depression,Pets,7,3,Health,Space,Consulted doctor,Exercise,Normal,Sleep,No,Very negatively,Less effective,Extremely helpful,Stereotype,Listen,Hope
2025/10/27 20:44 pm GMT+5:30,36,Female,Student,Delhi,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.SC PSYCHOLOGY,Media;Culture;Freedom,Anger;Anxiety;PTSD,Sleep,2,1,Family,Guidance,Consulted doctor,Art,Better,Ignore,Maybe,Very positively,Same,Extremely helpful,Too formal,Empathy,Hope
2025/10/04 12:18 pm GMT+5:30,21,Female,Student,Rajasthan,Assamese,Not applicable,B.SC BIOTECHNOLOGY,Societal;Freedom;Culture,Loneliness;Anger;Bipolar;Self harm;OCD,Meditation,7,1,Loneliness,Space,No,Art,Improved,Cry,Maybe,Very positively,Less effective,Neutral,None,Support,Stay positive
2025/10/16 12:53 pm GMT+5:30,27,Male,Student,Gujarat,English,SCHOOL OF HEALTH AND MEDICAL SCIENCES,BBA,Freedom,Phobias;Anxiety;OCD,Friends,7,5,Loneliness,Listen,No,Exercise,Normal,Talk,Maybe,Negatively,Same,Not at all helpful,Insensitive,Empathy,Hope
2025/10/05 17:39 pm GMT+5:30,23,Female,Student,Rajasthan,Hindi,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,LLM,Freedom;Work;Academic;Friendship,Loneliness;Panic;Sleep,Exercise,5,3,Health,Space,Consulted doctor,Art,Improved,Ignore,No,Positively,Same,Not very helpful,Too formal,Personalcare,You matter
2025/10/15 15:38 pm GMT+5:30,35,Male,Others,Maharashtra,Hindi,Not applicable,NA,Freedom;Friendship;Family,Sleep;Bipolar;Phobias,Art,6,4,Finance,Help,Medication,Art,Happy,Breath,Yes,Negatively,Somewhat effective,Not at all helpful,Gender bias,Human touch,Talk
2025/10/05 06:36 pm GMT+5:30,45,Female,Others,Assam,Gujarati,Not applicable,NA,Friendship;Finance;Health;Family,Anxiety,Art,5,2,Loneliness,Listen,No,Meditate,Better,Ignore,Maybe,Negatively,Much Less effective,Extremely helpful,Too formal,Empathy,Stay positive
2025/10/08 01:11 pm GMT+5:30,12,Female,Student,Assam,Odia,SCHOOL OF BASIC AND APPLIED SCIENCES,BCA,Work;Discrimination;Freedom;Physical,Anger;Anxiety;Loneliness;Bipolar;Phobias,Pets,9,8,Loneliness,Space,Consulted doctor,Art,Better,Exercise,No,Negatively,Much more effective,Not very helpful,None,Human touch,Hope
2025/10/30 05:41 pm GMT+5:30,31,Male,Student,Rajasthan,Gujarati,SCHOOL OF BUSINESS,M.SC BIOTECHNOLOGY,Finance;Freedom,Phobias;Anger,Sleep,2,5,Finance,Listen,No,Exercise,Hope,Talk,Maybe,Positively,Less effective,Neutral,None,Personalcare,Stay calm
2025/10/27 02:20 pm GMT+5:30,45,Female,Student,Karnataka,Odia,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B.COM,Finance;Work;Freedom;Family;Physical,Depression;PTSD,Meditation,2,5,Stress,Care,No,Exercise,Better,Meditate,Maybe,Very negatively,Much more effective,Extremely helpful,Stereotype,Listen,Hope
2025/10/30 23:31 pm GMT+5:30,19,Female,Student,Maharashtra,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,MBA,Family;Physical,Stress;Anger;PTSD;Panic;Self harm,Meditation,7,3,Family,Guidance,No,Exercise,Better,Ignore,Yes,Neutral,Less effective,Neutral,None,Support,Stay calm
2025/10/14 20:27 pm GMT+5:30,25,Other,Student,West Bengal,English,Not applicable,B.SC PSYCHOLOGY,Academic;Finance;Family;Societal,PTSD;Esteem,Friends,5,4,Stress,Guidance,No,Art,Normal,Meditate,Maybe,Very positively,Same,Somewhat helpful,Gender bias,Support,Hope
2025/10/10 22:30 pm GMT+5:30,18,Male,Student,Gujarat,Odia,SCHOOL OF BUSINESS,M.SC BIOTECHNOLOGY,Work;Health,Bipolar;Panic;Depression,Exercise,8,1,Stress,Guidance,Medication,Art,Strong,Sleep,Yes,Very positively,Same,Not at all helpful,Insensitive,Empathy,Be strong
2025/10/25 02:43 pm GMT+5:30,44,Female,Student,Tamil Nadu,English,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.COM,Culture;Finance;Health,Panic;Self harm;Phobias;OCD;Esteem,Music,5,5,Finance,Care,Medication,Music,Hope,Breath,Maybe,Negatively,Much more effective,Neutral,Neutral,Listen,Stay calm
2025/10/15 16:42 pm GMT+5:30,32,Male,Student,Delhi,English,SCHOOL OF BASIC AND APPLIED SCIENCES,M.SC BIOTECHNOLOGY,Love;Societal;Work;Physical;Family,Depression,Music,5,2,Family,Guidance,No,Talk,Improved,Cry,Yes,Very positively,Much more effective,Extremely helpful,None,Understand,Stay calm
2025/10/11 09:47 pm GMT+5:30,34,Female,Student,Gujarat,Assamese,SCHOOL OF BUSINESS,B.SC PSYCHOLOGY,Family;Societal;Freedom,PTSD;Phobias;Sleep;Self harm;Panic,Music,4,4,Academic,Space,Medication,Music,Better,Sleep,No,Positively,Much more effective,Somewhat helpful,Neutral,Support,Stay calm
2025/10/03 07:19 pm GMT+5:30,19,Female,Student,Rajasthan,English,SCHOOL OF ENGINEERING AND TECHNOLOGY,LLM,Finance;Societal,Sleep;Depression;PTSD,Meditation,7,5,Family,Space,No,Music,Happy,Breath,Yes,Negatively,Somewhat effective,Not at all helpful,Too formal,Personalcare,Hope
2025/10/24 22:23 pm GMT+5:30,30,Female,Others,West Bengal,Odia,Not applicable,NA,Societal;Friendship;Academic;Freedom;Finance,Esteem,Art,2,5,Stress,Help,No,Meditate,Strong,Ignore,No,Very positively,Somewhat effective,Not at all helpful,Stereotype,Personalcare,Hope
2025/10/02 13:56 pm GMT+5:30,38,Female,Student,Assam,Kannada,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.COM,Family,Stress;Depression;Phobias,Friends,1,2,Academic,Guidance,Consulted doctor,Meditate,Improved,Breath,No,Negatively,Same,Not very helpful,None,Support,Stay calm
2025/10/18 07:23 pm GMT+5:30,25,Male,Others,Rajasthan,Hindi,Not applicable,NA,Societal;Discrimination;Culture,Loneliness;Anger,Pets,2,3,Family,Space,Medication,Sleep,Improved,Sleep,Maybe,Negatively,Much more effective,Not at all helpful,Insensitive,Understand,Talk
2025/10/19 11:39 pm GMT+5:30,26,Male,Student,Tamil Nadu,Malayalam,SCHOOL OF BUSINESS,LLM,Discrimination,Phobias;Loneliness,Movies,6,5,Stress,Help,Consulted doctor,Music,Improved,Talk,Maybe,Very positively,Much Less effective,Somewhat helpful,Too formal,Support,Seek help
2025/10/23 11:42 pm GMT+5:30,44,Male,Student,Delhi,English,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.SC PSYCHOLOGY,Freedom,Stress;PTSD;Panic;OCD,Exercise,5,1,Academic,Guidance,Medication,Exercise,Strong,Ignore,Yes,Positively,Much more effective,Neutral,Stereotype,Human touch,Seek help
2025/10/04 16:12 pm GMT+5:30,31,Female,Student,West Bengal,Assamese,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.SC BIOTECHNOLOGY,Health;Media;Finance,Depression;Self harm;OCD;Phobias;Stress,Friends,9,5,Health,Guidance,No,Sleep,Normal,Breath,No,Very positively,Much more effective,Extremely helpful,Stereotype,Understand,Seek help
2025/10/07 07:53 pm GMT+5:30,19,Male,Student,Maharashtra,Punjabi,SCHOOL OF BASIC AND APPLIED SCIENCES,LLM,Love;Academic;Health,Stress,Movies,7,5,Academic,Help,No,Meditate,Hope,Exercise,No,Positively,Same,Somewhat helpful,Gender bias,Empathy,Stay calm
2025/10/29 05:35 pm GMT+5:30,40,Male,Student,Gujarat,Punjabi,SCHOOL OF BASIC AND APPLIED SCIENCES,BBA,Finance;Friendship;Health,Depression;Sleep;Anxiety;Panic,Exercise,5,1,Finance,Space,Consulted doctor,Exercise,Normal,Talk,Maybe,Positively,Much more effective,Neutral,Insensitive,Understand,Talk
2025/10/25 23:21 pm GMT+5:30,14,Male,Student,Kerala,Assamese,SCHOOL OF MEDIA AND COMMUNICATION,B.SC BIOTECHNOLOGY,Family,Esteem;Phobias;Bipolar,Books,8,2,Finance,Help,Medication,Meditate,Happy,Meditate,No,Very positively,Less effective,Somewhat helpful,None,Listen,Be strong
2025/10/21 17:54 pm GMT+5:30,22,Female,Student,West Bengal,Odia,Not applicable,B.SC FORENSIC SCIENCE,Freedom,Bipolar;Loneliness,Meditation,3,3,Stress,Care,No,Talk,Hope,Cry,Maybe,Neutral,Less effective,Not at all helpful,None,Personalcare,Talk
2025/10/09 15:44 pm GMT+5:30,28,Female,Student,Kerala,Gujarati,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.COM,Friendship;Culture;Media;Freedom,Panic;Self harm,Nature,7,1,Finance,Listen,No,Exercise,Improved,Talk,Maybe,Positively,Somewhat effective,Extremely helpful,Insensitive,Empathy,Stay positive
2025/10/19 08:59 pm GMT+5:30,24,Male,Student,West Bengal,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,BCA,Love;Societal;Friendship;Finance;Health,Bipolar;Sleep;Anxiety;Self harm;Esteem,Friends,4,4,Stress,Care,Medication,Sleep,Strong,Cry,No,Negatively,Much Less effective,Not very helpful,None,Support,Hope
2025/10/17 04:25 pm GMT+5:30,40,Female,Student,Delhi,Assamese,SCHOOL OF BUSINESS,B.SC FORENSIC SCIENCE,Friendship;Culture,Stress;Depression;Anxiety;Panic,Exercise,2,2,Academic,Care,No,Music,Hope,Sleep,Maybe,Very positively,Less effective,Not at all helpful,Stereotype,Human touch,Hope
2025/10/11 21:33 pm GMT+5:30,43,Male,Student,Karnataka,English,Not applicable,B.SC BIOTECHNOLOGY,Family;Finance;Love;Physical;Work,Phobias;PTSD;Anger;Loneliness,Friends,2,1,Stress,Listen,Medication,Read,Normal,Breath,No,Very positively,Much more effective,Not at all helpful,Insensitive,Personalcare,Stay positive
2025/10/10 23:14 pm GMT+5:30,14,Female,Student,Bihar,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,BCA,Academic;Love,Bipolar;Anger;Phobias,Pets,8,4,Family,Guidance,Medication,Sleep,Strong,Meditate,Maybe,Neutral,Same,Not very helpful,Gender bias,Understand,Stay calm
2025/10/14 03:24 pm GMT+5:30,30,Male,Student,Karnataka,Bengali,Not applicable,BCA,Finance;Love;Friendship;Work;Media,Panic,Music,5,2,Finance,Help,Consulted doctor,Read,Hope,Meditate,Maybe,Very negatively,Same,Not very helpful,Insensitive,Support,Stay calm
2025/10/12 15:31 pm GMT+5:30,17,Male,Student,Maharashtra,Odia,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B.SC BIOTECHNOLOGY,Friendship;Academic;Discrimination;Media;Finance,Stress;Bipolar;Phobias;Esteem;Anger,Exercise,5,5,Finance,Space,Medication,Exercise,Happy,Cry,No,Negatively,Somewhat effective,Somewhat helpful,Too formal,Personalcare,Seek help
2025/10/22 15:15 pm GMT+5:30,24,Other,Student,Gujarat,Tamil,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B. TECH COMPUTER SCIENCE ENGINEERING,Physical,OCD,Books,3,1,Stress,Care,No,Talk,Happy,Breath,Maybe,Positively,Same,Extremely helpful,Gender bias,Empathy,Seek help
2025/10/26 11:21 pm GMT+5:30,24,Female,Student,Bihar,Tamil,Not applicable,LLM,Friendship;Family;Societal,Anger,Nature,5,2,Stress,Guidance,No,Music,Hope,Talk,Yes,Positively,Much more effective,Extremely helpful,Neutral,Empathy,Stay calm
2025/10/03 02:49 pm GMT+5:30,26,Female,Others,Karnataka,English,Not applicable,NA,Freedom;Family,Phobias;Panic;OCD;Depression;Anger,Music,10,5,Academic,Listen,Medication,Sleep,Better,Cry,Maybe,Positively,Less effective,Somewhat helpful,Stereotype,Personalcare,Stay calm
